00000;5;Kg;15:33:21
00000;5;Kg;15:33:41
00000;5;Kg;15:34:01
00000;4;Kg;15:34:21
00000;4;Kg;15:34:41
00000;4;Kg;15:35:01
00000;3;Kg;15:35:21
00000;3;Kg;15:35:41
00000;3;Kg;16:13:19
00000;2;Kg;16:16:31
00000;1;Kg;16:23:07
00000;1;Kg;16:23:26
00000;1;Kg;17:07:25
00000;0;Kg;17:07:45
00000;0;Kg;17:08:05
00000;0;Kg;17:32:57
00000;0;Kg;17:33:17
00000;0;Kg;17:33:37
00000;0;Kg;17:54:39
00000;0;Kg;17:54:59
00000;0;Kg;17:55:19
00000;0;Kg;11:58:35
00000;0;Kg;11:58:55
00000;0;Kg;12:01:45
00000;0;Kg;12:02:05
00000;0;Kg;12:02:25
00000;0;Kg;12:02:45
00000;0;Kg;12:03:05
00000;0;Kg;12:11:47
00000;0;Kg;12:12:07
00000;0;Kg;12:14:49
00000;0;Kg;12:16:03
00000;0;Kg;12:16:23
00000;0;Kg;12:16:43
00000;0;Kg;12:39:36
00000;0;Kg;12:41:07
00000;0;Kg;12:41:27
00000;0;Kg;12:41:47
00000;0;Kg;12:42:07
00000;0;Kg;12:42:27
00000;0;Kg;12:42:47
00000;0;Kg;12:43:07
00000;0;Kg;12:43:27
00001;3;Litro;15:33:21
00001;3;Litro;15:33:41
00001;3;Litro;15:34:01
00001;3;Litro;15:34:21
00001;3;Litro;15:34:41
00001;3;Litro;15:35:01
00001;3;Litro;15:35:21
00001;2;Litro;15:35:41
00001;2;Litro;16:13:19
00001;2;Litro;16:16:31
00001;1;Litro;16:23:07
00001;0;Litro;16:23:26
00001;0;Litro;17:07:25
00001;0;Litro;17:07:45
00001;0;Litro;17:08:05
00001;0;Litro;17:32:57
00001;0;Litro;17:33:17
00001;0;Litro;17:33:37
00001;0;Litro;17:54:39
00001;0;Litro;17:54:59
00001;0;Litro;17:55:19
00001;0;Litro;11:58:35
00001;0;Litro;11:58:55
00001;0;Litro;12:01:45
00001;0;Litro;12:02:05
00001;0;Litro;12:02:25
00001;0;Litro;12:02:45
00001;0;Litro;12:03:05
00001;0;Litro;12:11:47
00001;0;Litro;12:12:07
00001;0;Litro;12:14:49
00001;0;Litro;12:16:03
00001;0;Litro;12:16:23
00001;0;Litro;12:16:43
00001;0;Litro;12:39:36
00001;0;Litro;12:41:07
00001;0;Litro;12:41:27
00001;0;Litro;12:41:47
00001;0;Litro;12:42:07
00001;0;Litro;12:42:27
00001;0;Litro;12:42:47
00001;0;Litro;12:43:07
00001;0;Litro;12:43:27
00002;100;Raciones;15:33:21
00002;99;Raciones;15:33:41
00002;99;Raciones;15:34:01
00002;99;Raciones;15:34:21
00002;98;Raciones;15:34:41
00002;97;Raciones;15:35:01
00002;97;Raciones;15:35:21
00002;97;Raciones;15:35:41
00002;96;Raciones;16:13:19
00002;96;Raciones;16:16:31
00002;95;Raciones;16:23:07
00002;94;Raciones;16:23:26
00002;93;Raciones;17:07:25
00002;92;Raciones;17:07:45
00002;92;Raciones;17:08:05
00002;92;Raciones;17:32:57
00002;91;Raciones;17:33:17
00002;90;Raciones;17:33:37
00002;89;Raciones;17:54:39
00002;88;Raciones;17:54:59
00002;88;Raciones;17:55:19
00002;87;Raciones;11:58:35
00002;87;Raciones;11:58:55
00002;86;Raciones;12:01:45
00002;85;Raciones;12:02:05
00002;85;Raciones;12:02:25
00002;85;Raciones;12:02:45
00002;84;Raciones;12:03:05
00002;83;Raciones;12:11:47
00002;83;Raciones;12:12:07
00002;83;Raciones;12:14:49
00002;82;Raciones;12:16:03
00002;82;Raciones;12:16:23
00002;81;Raciones;12:16:43
00002;80;Raciones;12:39:36
00002;80;Raciones;12:41:07
00002;80;Raciones;12:41:27
00002;79;Raciones;12:41:47
00002;78;Raciones;12:42:07
00002;78;Raciones;12:42:27
00002;78;Raciones;12:42:47
00002;77;Raciones;12:43:07
00002;77;Raciones;12:43:27
00003;5;Kg;15:33:21
00003;4;Kg;15:33:41
00003;3;Kg;15:34:01
00003;3;Kg;15:34:21
00003;3;Kg;15:34:41
00003;3;Kg;15:35:01
00003;3;Kg;15:35:21
00003;2;Kg;15:35:41
00003;1;Kg;16:13:19
00003;0;Kg;16:16:31
00003;0;Kg;16:23:07
00003;0;Kg;16:23:26
00003;0;Kg;17:07:25
00003;0;Kg;17:07:45
00003;0;Kg;17:08:05
00003;0;Kg;17:32:57
00003;0;Kg;17:33:17
00003;0;Kg;17:33:37
00003;0;Kg;17:54:39
00003;0;Kg;17:54:59
00003;0;Kg;17:55:19
00003;0;Kg;11:58:35
00003;0;Kg;11:58:55
00003;0;Kg;12:01:45
00003;0;Kg;12:02:05
00003;0;Kg;12:02:25
00003;0;Kg;12:02:45
00003;0;Kg;12:03:05
00003;0;Kg;12:11:47
00003;0;Kg;12:12:07
00003;0;Kg;12:14:49
00003;0;Kg;12:16:03
00003;0;Kg;12:16:23
00003;0;Kg;12:16:43
00003;0;Kg;12:39:36
00003;0;Kg;12:41:07
00003;0;Kg;12:41:27
00003;0;Kg;12:41:47
00003;0;Kg;12:42:07
00003;0;Kg;12:42:27
00003;0;Kg;12:42:47
00003;0;Kg;12:43:07
00003;0;Kg;12:43:27
00004;3;Litro;15:33:21
00004;2;Litro;15:33:41
00004;2;Litro;15:34:01
00004;2;Litro;15:34:21
00004;1;Litro;15:34:41
00004;0;Litro;15:35:01
00004;0;Litro;15:35:21
00004;0;Litro;15:35:41
00004;0;Litro;16:13:19
00004;0;Litro;16:16:31
00004;0;Litro;16:23:07
00004;0;Litro;16:23:26
00004;0;Litro;17:07:25
00004;0;Litro;17:07:45
00004;0;Litro;17:08:05
00004;0;Litro;17:32:57
00004;0;Litro;17:33:17
00004;0;Litro;17:33:37
00004;0;Litro;17:54:39
00004;0;Litro;17:54:59
00004;0;Litro;17:55:19
00004;0;Litro;11:58:35
00004;0;Litro;11:58:55
00004;0;Litro;12:01:45
00004;0;Litro;12:02:05
00004;0;Litro;12:02:25
00004;0;Litro;12:02:45
00004;0;Litro;12:03:05
00004;0;Litro;12:11:47
00004;0;Litro;12:12:07
00004;0;Litro;12:14:49
00004;0;Litro;12:16:03
00004;0;Litro;12:16:23
00004;0;Litro;12:16:43
00004;0;Litro;12:39:36
00004;0;Litro;12:41:07
00004;0;Litro;12:41:27
00004;0;Litro;12:41:47
00004;0;Litro;12:42:07
00004;0;Litro;12:42:27
00004;0;Litro;12:42:47
00004;0;Litro;12:43:07
00004;0;Litro;12:43:27
00005;100;Raciones;15:33:21
00005;100;Raciones;15:33:41
00005;99;Raciones;15:34:01
00005;98;Raciones;15:34:21
00005;98;Raciones;15:34:41
00005;97;Raciones;15:35:01
00005;96;Raciones;15:35:21
00005;96;Raciones;15:35:41
00005;96;Raciones;16:13:19
00005;96;Raciones;16:16:31
00005;96;Raciones;16:23:07
00005;95;Raciones;16:23:26
00005;94;Raciones;17:07:25
00005;94;Raciones;17:07:45
00005;94;Raciones;17:08:05
00005;93;Raciones;17:32:57
00005;93;Raciones;17:33:17
00005;93;Raciones;17:33:37
00005;92;Raciones;17:54:39
00005;92;Raciones;17:54:59
00005;91;Raciones;17:55:19
00005;90;Raciones;11:58:35
00005;89;Raciones;11:58:55
00005;88;Raciones;12:01:45
00005;88;Raciones;12:02:05
00005;87;Raciones;12:02:25
00005;86;Raciones;12:02:45
00005;86;Raciones;12:03:05
00005;85;Raciones;12:11:47
00005;84;Raciones;12:12:07
00005;84;Raciones;12:14:49
00005;84;Raciones;12:16:03
00005;84;Raciones;12:16:23
00005;83;Raciones;12:16:43
00005;82;Raciones;12:39:36
00005;81;Raciones;12:41:07
00005;81;Raciones;12:41:27
00005;81;Raciones;12:41:47
00005;80;Raciones;12:42:07
00005;80;Raciones;12:42:27
00005;80;Raciones;12:42:47
00005;79;Raciones;12:43:07
00005;78;Raciones;12:43:27
00006;5;Kg;15:33:21
00006;4;Kg;15:33:41
00006;4;Kg;15:34:01
00006;3;Kg;15:34:21
00006;3;Kg;15:34:41
00006;2;Kg;15:35:01
00006;2;Kg;15:35:21
00006;1;Kg;15:35:41
00006;0;Kg;16:13:19
00006;0;Kg;16:16:31
00006;0;Kg;16:23:07
00006;0;Kg;16:23:26
00006;0;Kg;17:07:25
00006;0;Kg;17:07:45
00006;0;Kg;17:08:05
00006;0;Kg;17:32:57
00006;0;Kg;17:33:17
00006;0;Kg;17:33:37
00006;0;Kg;17:54:39
00006;0;Kg;17:54:59
00006;0;Kg;17:55:19
00006;0;Kg;11:58:35
00006;0;Kg;11:58:55
00006;0;Kg;12:01:45
00006;0;Kg;12:02:05
00006;0;Kg;12:02:25
00006;0;Kg;12:02:45
00006;0;Kg;12:03:05
00006;0;Kg;12:11:47
00006;0;Kg;12:12:07
00006;0;Kg;12:14:49
00006;0;Kg;12:16:03
00006;0;Kg;12:16:23
00006;0;Kg;12:16:43
00006;0;Kg;12:39:36
00006;0;Kg;12:41:07
00006;0;Kg;12:41:27
00006;0;Kg;12:41:47
00006;0;Kg;12:42:07
00006;0;Kg;12:42:27
00006;0;Kg;12:42:47
00006;0;Kg;12:43:07
00006;0;Kg;12:43:27
00007;3;Litro;15:33:21
00007;3;Litro;15:33:41
00007;3;Litro;15:34:01
00007;2;Litro;15:34:21
00007;1;Litro;15:34:41
00007;1;Litro;15:35:01
00007;1;Litro;15:35:21
00007;0;Litro;15:35:41
00007;0;Litro;16:13:19
00007;0;Litro;16:16:31
00007;0;Litro;16:23:07
00007;0;Litro;16:23:26
00007;0;Litro;17:07:25
00007;0;Litro;17:07:45
00007;0;Litro;17:08:05
00007;0;Litro;17:32:57
00007;0;Litro;17:33:17
00007;0;Litro;17:33:37
00007;0;Litro;17:54:39
00007;0;Litro;17:54:59
00007;0;Litro;17:55:19
00007;0;Litro;11:58:35
00007;0;Litro;11:58:55
00007;0;Litro;12:01:45
00007;0;Litro;12:02:05
00007;0;Litro;12:02:25
00007;0;Litro;12:02:45
00007;0;Litro;12:03:05
